Time,NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,CPU,Goodput,Memory_used,NIC_speed,Packet_losses,network_throughput,num_workers
2021-05-28 10:18:58.052,0.0,0.0,0.0,0.3479999998118729,0.0,6160367616.0,100000000000.0,0.4,29574.0,50
2021-05-28 10:19:13.052,134217728.0,3275575296.0,7.0127999999996975,9.047999999998137,3343163392.0,6189727744.0,100000000000.0,0.4,3280439262.4,50
2021-05-28 10:19:28.052,134217728.0,3340778700.8,6.201599999998871,9.703999999957157,3140353945.6,6188167168.0,100000000000.0,0.4,3345280324.8,50
2021-05-28 10:19:43.052,134217728.0,3647793561.6000004,7.512799999998242,10.698000000044704,2564397465.5999994,6196219904.0,100000000000.0,0.4,3652959244.6,50
2021-05-28 10:19:58.052,134217728.0,3451885977.6,7.027199999999721,10.219999999878928,3579139379.2,6190911488.0,100000000000.0,2.0,3456925237.0,50
2021-05-28 10:20:13.052,19922944.0,3732744601.6,7.18239999999787,10.770000000065194,3461759795.2000003,6190710784.0,100000000000.0,0.6,3740528721.4,50
2021-05-28 10:20:28.052,19922943.999999996,3823526707.2000003,7.646400000002177,11.113999999966472,4168334540.8,6211031040.0,100000000000.0,0.6,3829366426.6,50
2021-05-28 10:20:43.052,19922944.0,3381076787.2,7.004000000000815,9.926000000024214,3218928435.2000003,6210744320.0,100000000000.0,0.4,3386493015.6,50
2021-05-28 10:20:58.052,19922944.0,3554675916.8,7.4872000000003025,10.434000000124799,3574027673.5999994,6213009408.0,100000000000.0,0.4,3560467803.0,50
2021-05-28 10:21:13.052,69206016.0,3282391040.0,7.054400000002351,9.959999999869614,3697414963.2000003,6217531392.0,100000000000.0,0.4,3287184242.4,50
2021-05-28 10:21:28.052,69206016.0,3743081267.2000003,7.372000000003027,10.955999999912457,3466418892.8,6192926720.0,100000000000.0,0.4,3749166994.2,50
2021-05-28 10:21:43.052,69206016.0,3891746406.4,7.551999999997497,11.328000000072644,3387713945.6000004,6191955968.0,100000000000.0,0.4,3896685281.4,50
2021-05-28 10:21:58.052,69206016.0,3859764019.2000003,7.296800000000803,11.386000000033532,3577544499.2000003,6192156672.0,100000000000.0,0.4,3865058768.8,50
2021-05-28 10:22:13.052,158334976.00000003,3234821734.4,7.027199999996811,10.095999999949708,3504712908.8000007,6195920896.0,100000000000.0,0.4,3239596218.8,50
2021-05-28 10:22:28.052,158334976.0,3697251942.3999996,7.53920000000071,11.039999999990686,3061629030.4,6192316416.0,100000000000.0,0.4,3702721748.0,50
2021-05-28 10:22:43.052,158334976.0,3222497689.6,6.881600000000617,9.617999999877066,3617155481.6,6192119808.0,100000000000.0,1.0,3227859586.0,50
2021-05-28 10:22:58.052,158334976.0,4098156134.4,7.728800000000047,12.00199999990873,3867560755.2,6211682304.0,100000000000.0,0.4,4104008528.0,50
2021-05-28 10:23:13.052,207618048.00000003,4058841907.1999993,7.6263999999966465,11.884000000124798,3429549670.4,6211862528.0,100000000000.0,0.4,4064802586.2,50
2021-05-28 10:23:28.052,207618047.99999997,3399695564.8,7.222399999997288,10.319999999925495,3626080153.600001,6191665152.0,100000000000.0,0.4,3404594294.8,50
2021-05-28 10:23:43.052,207408332.8,3612887449.5999994,7.5448000000003965,10.803999999910594,3743869337.6,6196527104.0,100000000000.0,0.4,3618212760.0,50
2021-05-28 10:23:58.052,207618048.0,3197215539.2000003,7.23519999999844,9.585999999940396,3657816985.6,6192189440.0,100000000000.0,0.4,3200946077.2,50
2021-05-28 10:24:13.052,8388608.0,1897195110.3999999,7.338399999999091,9.383999999891968,2281528524.8,6209572864.0,100000000000.0,295.6,8798203401.4,50
2021-05-28 10:24:28.052,8388608.0,1806789836.8,7.2831999999980335,9.273999999975787,1857591398.4,6212411392.0,100000000000.0,480.4,8529289335.4,50
2021-05-28 10:24:43.052,8388608.0,1754186547.1999998,7.4032000000021085,9.210000000009313,1941405696.0,6217711616.0,100000000000.0,336.2,8610592300.8,50
2021-05-28 10:24:58.052,8388608.0,1983557631.9999998,7.483200000000944,9.645999999949709,1869415423.9999998,6216699904.0,100000000000.0,525.6,8685193804.6,50
2021-05-28 10:25:13.052,150994944.0,2024299724.8,7.4856000000014316,9.804000000096858,2036083916.8000002,6216339456.0,100000000000.0,473.4,8855089955.0,50
2021-05-28 10:25:28.052,150994944.0,1955654041.6000001,7.547199999999429,9.643999999947845,1892874956.8000002,6217297920.0,100000000000.0,600.0,8637168063.0,50
2021-05-28 10:25:43.052,151217766.4,1881213337.6000001,7.375200000000769,9.228000000072646,1868222464.0,6217990144.0,100000000000.0,207.6,8230541095.0,50
2021-05-28 10:25:58.052,150994944.0,3532188876.7999997,7.377599999999802,10.428000000072643,3586580582.4,6212665344.0,100000000000.0,0.6,3537502759.8,50
2021-05-28 10:26:13.052,38810419.20000001,3749441535.9999995,7.4119999999995345,11.095999999856577,3567989555.2,6217744384.0,100000000000.0,0.4,3754794393.6,50
2021-05-28 10:26:28.052,38797312.00000001,4146421760.0000005,7.4704000000027015,11.888000000035392,3678853836.8,6215839744.0,100000000000.0,0.4,4152875924.2,50
2021-05-28 10:26:43.052,38810419.2,3645006643.2000003,7.467200000000593,10.573999999975785,3887185920.0,6213234688.0,100000000000.0,0.6,3651026773.8,50
2021-05-28 10:26:58.052,38587596.800000004,4191513804.8000007,6.818399999999383,11.904000000096856,3860509593.6,6211723264.0,100000000000.0,13.4,4199820294.6,50
2021-05-28 10:27:13.052,69219123.2,3682458828.8000007,7.583999999999651,20.066000000108033,3815586201.6,6239440896.0,100000000000.0,0.4,3688297331.8,50
2021-05-28 10:27:28.052,69206016.0,3667143065.6,7.447200000000884,10.61399999996647,3969366323.2000003,6191128576.0,100000000000.0,0.4,3672657532.6,50
2021-05-28 10:27:43.052,69219123.2,3364772249.6,7.096799999996438,9.814000000152737,3984424960.0000005,6192996352.0,100000000000.0,1.2,3375864887.6,50
2021-05-28 10:27:58.052,69206016.0,3364478976.0,7.13520000000135,9.974000000255183,3624660582.4,6191759360.0,100000000000.0,0.4,3369640533.6,50
2021-05-28 10:28:13.052,69219123.2,3631401369.600001,7.384000000002562,10.644000000040977,4154599014.4,6194229248.0,100000000000.0,0.6,3636154218.2,50
2021-05-28 10:28:28.052,69206016.0,4104984985.6,7.5143999999985684,11.893999999854712,3884494233.6,6212829184.0,100000000000.0,0.4,4111093180.2,50
2021-05-28 10:28:43.052,69428838.4,3054131609.6,6.743199999998614,9.512000000057743,3496911667.2,6215389184.0,100000000000.0,0.4,3056355362.8,50
2021-05-28 10:28:58.052,69206016.0,3217338368.0,7.001599999997415,9.63799999994226,3678292582.399999,6213316608.0,100000000000.0,0.6,3221629290.2,50
